SourceSpan,L-NoChange,L-DidChange,F-InSlice,F-Expr-Size,F-Is-Eq,F-Is-Neq,F-Is-Lt,F-Is-Le,F-Is-Gt,F-Is-Ge,F-Is-And,F-Is-Or,F-Is-Plus,F-Is-Minus,F-Is-Times,F-Is-Div,F-Is-Mod,F-Is-FPlus,F-Is-FMinus,F-Is-FTimes,F-Is-FDiv,F-Is-FExp,F-Is-Con,F-Is-::,F-Is-[],"F-Is-(,)",F-Is-VarX,F-Is-VarY,F-Is-Sine,F-Is-Cosine,F-Is-Average,F-Is-Times,F-Is-Thresh,F-Is-Case,F-Is-::-Case,F-Is-[]-Case,"F-Is-(,)-Case",F-Is-VarX-Case,F-Is-VarY-Case,F-Is-Sine-Case,F-Is-Cosine-Case,F-Is-Average-Case,F-Is-Times-Case,F-Is-Thresh-Case,F-Is-Fun,F-Is-App,F-Is-Lit-Int,F-Is-Lit-Float,F-Is-Lit-Bool,F-Is-Lit-Char,F-Is-Lit-String,F-Is-Ite,F-Is-Seq,F-Is-Var,F-Is-Let,F-Has-Eq-P,F-Has-Eq-C1,F-Has-Eq-C2,F-Has-Eq-C3,F-Has-Neq-P,F-Has-Neq-C1,F-Has-Neq-C2,F-Has-Neq-C3,F-Has-Lt-P,F-Has-Lt-C1,F-Has-Lt-C2,F-Has-Lt-C3,F-Has-Le-P,F-Has-Le-C1,F-Has-Le-C2,F-Has-Le-C3,F-Has-Gt-P,F-Has-Gt-C1,F-Has-Gt-C2,F-Has-Gt-C3,F-Has-Ge-P,F-Has-Ge-C1,F-Has-Ge-C2,F-Has-Ge-C3,F-Has-And-P,F-Has-And-C1,F-Has-And-C2,F-Has-And-C3,F-Has-Or-P,F-Has-Or-C1,F-Has-Or-C2,F-Has-Or-C3,F-Has-Plus-P,F-Has-Plus-C1,F-Has-Plus-C2,F-Has-Plus-C3,F-Has-Minus-P,F-Has-Minus-C1,F-Has-Minus-C2,F-Has-Minus-C3,F-Has-Times-P,F-Has-Times-C1,F-Has-Times-C2,F-Has-Times-C3,F-Has-Div-P,F-Has-Div-C1,F-Has-Div-C2,F-Has-Div-C3,F-Has-Mod-P,F-Has-Mod-C1,F-Has-Mod-C2,F-Has-Mod-C3,F-Has-FPlus-P,F-Has-FPlus-C1,F-Has-FPlus-C2,F-Has-FPlus-C3,F-Has-FMinus-P,F-Has-FMinus-C1,F-Has-FMinus-C2,F-Has-FMinus-C3,F-Has-FTimes-P,F-Has-FTimes-C1,F-Has-FTimes-C2,F-Has-FTimes-C3,F-Has-FDiv-P,F-Has-FDiv-C1,F-Has-FDiv-C2,F-Has-FDiv-C3,F-Has-FExp-P,F-Has-FExp-C1,F-Has-FExp-C2,F-Has-FExp-C3,F-Has-Con-P,F-Has-Con-C1,F-Has-Con-C2,F-Has-Con-C3,F-Has-::-P,F-Has-::-C1,F-Has-::-C2,F-Has-::-C3,F-Has-[]-P,F-Has-[]-C1,F-Has-[]-C2,F-Has-[]-C3,"F-Has-(,)-P","F-Has-(,)-C1","F-Has-(,)-C2","F-Has-(,)-C3",F-Has-VarX-P,F-Has-VarX-C1,F-Has-VarX-C2,F-Has-VarX-C3,F-Has-VarY-P,F-Has-VarY-C1,F-Has-VarY-C2,F-Has-VarY-C3,F-Has-Sine-P,F-Has-Sine-C1,F-Has-Sine-C2,F-Has-Sine-C3,F-Has-Cosine-P,F-Has-Cosine-C1,F-Has-Cosine-C2,F-Has-Cosine-C3,F-Has-Average-P,F-Has-Average-C1,F-Has-Average-C2,F-Has-Average-C3,F-Has-Times-P,F-Has-Times-C1,F-Has-Times-C2,F-Has-Times-C3,F-Has-Thresh-P,F-Has-Thresh-C1,F-Has-Thresh-C2,F-Has-Thresh-C3,F-Has-Case-P,F-Has-Case-C1,F-Has-Case-C2,F-Has-Case-C3,F-Has-::-Case-P,F-Has-::-Case-C1,F-Has-::-Case-C2,F-Has-::-Case-C3,F-Has-[]-Case-P,F-Has-[]-Case-C1,F-Has-[]-Case-C2,F-Has-[]-Case-C3,"F-Has-(,)-Case-P","F-Has-(,)-Case-C1","F-Has-(,)-Case-C2","F-Has-(,)-Case-C3","F-Has-::,[]-Case-P","F-Has-::,[]-Case-C1","F-Has-::,[]-Case-C2","F-Has-::,[]-Case-C3",F-Has-VarX-Case-P,F-Has-VarX-Case-C1,F-Has-VarX-Case-C2,F-Has-VarX-Case-C3,F-Has-VarY-Case-P,F-Has-VarY-Case-C1,F-Has-VarY-Case-C2,F-Has-VarY-Case-C3,F-Has-Sine-Case-P,F-Has-Sine-Case-C1,F-Has-Sine-Case-C2,F-Has-Sine-Case-C3,F-Has-Cosine-Case-P,F-Has-Cosine-Case-C1,F-Has-Cosine-Case-C2,F-Has-Cosine-Case-C3,F-Has-Average-Case-P,F-Has-Average-Case-C1,F-Has-Average-Case-C2,F-Has-Average-Case-C3,F-Has-Times-Case-P,F-Has-Times-Case-C1,F-Has-Times-Case-C2,F-Has-Times-Case-C3,F-Has-Thresh-Case-P,F-Has-Thresh-Case-C1,F-Has-Thresh-Case-C2,F-Has-Thresh-Case-C3,F-Has-Fun-P,F-Has-Fun-C1,F-Has-Fun-C2,F-Has-Fun-C3,F-Has-App-P,F-Has-App-C1,F-Has-App-C2,F-Has-App-C3,F-Has-Lit-Int-P,F-Has-Lit-Int-C1,F-Has-Lit-Int-C2,F-Has-Lit-Int-C3,F-Has-Lit-Float-P,F-Has-Lit-Float-C1,F-Has-Lit-Float-C2,F-Has-Lit-Float-C3,F-Has-Lit-Bool-P,F-Has-Lit-Bool-C1,F-Has-Lit-Bool-C2,F-Has-Lit-Bool-C3,F-Has-Lit-Char-P,F-Has-Lit-Char-C1,F-Has-Lit-Char-C2,F-Has-Lit-Char-C3,F-Has-Lit-String-P,F-Has-Lit-String-C1,F-Has-Lit-String-C2,F-Has-Lit-String-C3,F-Has-Ite-P,F-Has-Ite-C1,F-Has-Ite-C2,F-Has-Ite-C3,F-Has-Seq-P,F-Has-Seq-C1,F-Has-Seq-C2,F-Has-Seq-C3,F-Has-Var-P,F-Has-Var-C1,F-Has-Var-C2,F-Has-Var-C3,F-Has-Let-P,F-Has-Let-C1,F-Has-Let-C2,F-Has-Let-C3,F-Is-Type-int,F-Is-Type-int-P,F-Is-Type-int-C1,F-Is-Type-int-C2,F-Is-Type-int-C3,F-Is-Type-float,F-Is-Type-float-P,F-Is-Type-float-C1,F-Is-Type-float-C2,F-Is-Type-float-C3,F-Is-Type-char,F-Is-Type-char-P,F-Is-Type-char-C1,F-Is-Type-char-C2,F-Is-Type-char-C3,F-Is-Type-string,F-Is-Type-string-P,F-Is-Type-string-C1,F-Is-Type-string-C2,F-Is-Type-string-C3,F-Is-Type-bool,F-Is-Type-bool-P,F-Is-Type-bool-C1,F-Is-Type-bool-C2,F-Is-Type-bool-C3,F-Is-Type-list,F-Is-Type-list-P,F-Is-Type-list-C1,F-Is-Type-list-C2,F-Is-Type-list-C3,F-Is-Type-unit,F-Is-Type-unit-P,F-Is-Type-unit-C1,F-Is-Type-unit-C2,F-Is-Type-unit-C3,F-Is-Type-Tuple,F-Is-Type-Tuple-P,F-Is-Type-Tuple-C1,F-Is-Type-Tuple-C2,F-Is-Type-Tuple-C3,F-Is-Type-Fun,F-Is-Type-Fun-P,F-Is-Type-Fun-C1,F-Is-Type-Fun-C2,F-Is-Type-Fun-C3,F-Is-Type-expr,F-Is-Type-expr-P,F-Is-Type-expr-C1,F-Is-Type-expr-C2,F-Is-Type-expr-C3,F-Is-Type-Var,F-Is-Type-Var-P,F-Is-Type-Var-C1,F-Is-Type-Var-C2,F-Is-Type-Var-C3
"(11,2)-(11,69)",1.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(11,8)-(11,9)",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(11,36)-(11,69)",1.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
